walsCode,isoCode,glottocode,Name,genus,family,macroarea,countrycodes
aab,,,Arapesh (Abu),Kombio-Arapesh,Torricelli,,PG
aar,aiw,aari1239,Aari,South Omotic,Afro-Asiatic,Africa,ET
aba,aau,abau1245,Abau,Upper Sepik,Sepik,Papunesia,PG
abb,shu,chad1249,Arabic (Abbéché Chad),Semitic,Afro-Asiatic,Africa,TD
abd,abi,abid1235,Abidji,Kwa,Niger-Congo,Africa,CI
abe,apc,nort3139,Arabic (Beirut),Semitic,Afro-Asiatic,Eurasia,LB
abh,abv,baha1259,Arabic (Bahrain),Semitic,Afro-Asiatic,Eurasia,BH
abi,axb,abip1241,Abipón,South Guaicuruan,Guaicuruan,South America,AR
abk,abk,abkh1244,Abkhaz,Northwest Caucasian,Northwest Caucasian,Eurasia,GE
abm,akz,alab1237,Alabama,Muskogean,Muskogean,North America,US
abn,ard,arab1267,Arabana,Central Pama-Nyungan,Pama-Nyungan,Australia,AU
abo,arv,arbo1245,Arbore,Lowland East Cushitic,Afro-Asiatic,Africa,ET
abu,kgr,abun1252,Abun,North-Central Bird's Head,West Papuan,Papunesia,ID
abv,abz,abui1241,Abui,Greater Alor,Timor-Alor-Pantar,Papunesia,ID
abw,abe,west2630,Abenaki (Western),Algonquian,Algic,North America,US CA
abz,abq,abaz1241,Abaza,Northwest Caucasian,Northwest Caucasian,Eurasia,RU
ace,ace,achi1257,Acehnese,Malayo-Sumbawan,Austronesian,Eurasia,ID
acg,aca,acha1250,Achagua,Inland Northern Arawakan,Arawakan,South America,CO
ach,guq,ache1246,Aché,Tupi-Guaraní,Tupian,South America,PY
aci,acr,quic1275,Achí,Mayan,Mayan,North America,GT
acl,ach,acol1236,Acholi,Nilotic,Eastern Sudanic,Africa,UG SD
acm,acv,achu1247,Achumawi,Palaihnihan,Hokan,North America,US
acn,acn,acha1249,Achang,Burmese-Lolo,Sino-Tibetan,Eurasia,MM CN
aco,kjq,west2632,Acoma,Keresan,Keresan,North America,US
acu,acu,achu1248,Achuar,Jivaroan,Jivaroan,South America,PE
ada,ads,adam1238,Adamorobe Sign Language,Sign Languages,other,Africa,GH
adg,adn,adan1251,Adang,Greater Alor,Timor-Alor-Pantar,Papunesia,ID
adi,adj,adio1239,Adioukrou,Kwa,Niger-Congo,Africa,CI
adk,ano,ando1256,Andoke,Andoke,Andoke,South America,CO
adn,adt,adny1235,Adynyamathanha,Central Pama-Nyungan,Pama-Nyungan,Australia,AU
adt,ady,adyg1241,Adyghe (Temirgoy),Northwest Caucasian,Northwest Caucasian,Eurasia,RU
ady,ady,adyg1241,Adyghe (Abzakh),Northwest Caucasian,Northwest Caucasian,Eurasia,RU
adz,adz,adze1240,Adzera,Oceanic,Austronesian,Papunesia,PG
aea,ale,aleu1260,Aleut (Eastern),Aleut,Eskimo-Aleut,North America,US
aeg,arz,egyp1253,Arabic (Egyptian),Semitic,Afro-Asiatic,Africa,EG
ael,ayl,liby1240,Arabic (Eastern Libyan),Semitic,Afro-Asiatic,Africa,LY
afr,afr,afri1274,Afrikaans,Germanic,Indo-European,Africa,ZA
aga,agd,agar1252,Agarabi,Eastern Highlands,Trans-New Guinea,Papunesia,PG
agb,agb,legb1242,Leggbó,Cross River,Niger-Congo,Africa,NG
agc,agt,cent2084,Agta (Central),Greater Central Philippine,Austronesian,Papunesia,PH
agd,duo,dupa1235,Agta (Dupaningan),Greater Central Philippine,Austronesian,Papunesia,PH
agh,agq,aghe1239,Aghem,Bantoid,Niger-Congo,Africa,CM
agl,agx,aghu1253,Aghul,Lezgic,Nakh-Daghestanian,Eurasia,RU
agm,nri,anga1287,Angami,Kuki-Chin,Sino-Tibetan,Eurasia,IN
ago,aoa,ango1258,Angolar,Creoles and Pidgins,other,Africa,ST
agr,agr,agua1253,Aguaruna,Jivaroan,Jivaroan,South America,PE
agt,lnj,leni1238,Anguthimri,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
agu,agu,agua1252,Aguacatec,Mayan,Mayan,North America,GT
agw,wbj,alag1248,Alagwa,Southern Cushitic,Afro-Asiatic,Africa,TZ
aho,arp,arap1274,Arapaho,Algonquian,Algic,North America,US
ahs,mey,hass1238,Arabic (Bani-Hassan),Semitic,Afro-Asiatic,Africa,MR
aht,aht,ahte1237,Ahtna,Athapaskan,Na-Dene,North America,US
ahu,ahh,aghu1255,Aghu,Awju-Dumut,Trans-New Guinea,Papunesia,ID
aik,tba,aika1237,Aikaná,Aikaná,Aikaná,South America,BR
ain,ain,ainu1240,Ainu,Ainu,Ainu,Eurasia,JP
aiz,ahp,apro1235,Aizi,Kru,Niger-Congo,Africa,CI
aja,aja,ajas1235,Aja,Kresh,Central Sudanic,Africa,SD CF
ajg,ajg,ajab1235,Ajagbe,Kwa,Niger-Congo,Africa,TG BJ
aji,aji,ajie1238,Ajië,Oceanic,Austronesian,Papunesia,NC
aka,axk,yaka1272,Aka,Bantoid,Niger-Congo,Africa,CF CG
akb,abj,akab1249,Aka-Biada,Great Andamanese,Great Andamanese,Eurasia,IN
akc,aci,akac1240,Aka-Cari,Great Andamanese,Great Andamanese,Eurasia,IN
akh,ahk,akha1245,Akha,Burmese-Lolo,Sino-Tibetan,Eurasia,MM TH CN
akk,akx,akak1252,Aka-Kede,Great Andamanese,Great Andamanese,Eurasia,IN
akl,akl,akla1241,Aklanon,Greater Central Philippine,Austronesian,Papunesia,PH
akm,mhv,marm1234,Arakanese (Marma),Burmese-Lolo,Sino-Tibetan,Eurasia,MM BD
akn,aka,akan1250,Akan,Kwa,Niger-Congo,Africa,GH
ako,acy,cypr1248,Arabic (Kormakiti),Semitic,Afro-Asiatic,Eurasia,CY
akr,ari,arik1262,Arikara,Caddoan,Caddoan,North America,US
akw,ake,akaw1239,Akawaio,Cariban,Cariban,South America,GY
ala,amp,alam1246,Alamblak,Sepik Hill,Sepik,Papunesia,PG
alb,aln,tosk1239,Albanian,Albanian,Indo-European,Eurasia,AL RS
alc,,alle1238,Allentiac,Huarpe,Huarpe,South America,AR
ald,ald,alla1248,Alladian,Kwa,Niger-Congo,Africa,CI
ale,ale,aleu1260,Aleut,Aleut,Eskimo-Aleut,North America,US
alg,alq,algo1255,Algonquin,Algonquian,Algic,North America,CA
alk,apr,arop1243,Arop-Lokep,Oceanic,Austronesian,Papunesia,PG
all,nrz,lala1268,Ala'ala,Oceanic,Austronesian,Papunesia,PG
aln,alp,alun1238,Alune,Central Malayo-Polynesian,Austronesian,Papunesia,ID
als,aes,alse1251,Alsea,Alsea,Oregon Coast,North America,US
alt,gsw,swis1247,Alsatian,Germanic,Indo-European,Eurasia,FR
alu,alr,alut1245,Alutor,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,RU
alw,alh,alaw1244,Alawa,Alawa,Mangarrayi-Maran,Australia,AU
alx,btz,bata1292,Alas,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID
aly,aly,alya1239,Alyawarra,Central Pama-Nyungan,Pama-Nyungan,Australia,AU
ama,aie,amar1272,Amara,Oceanic,Austronesian,Papunesia,PG
amb,abt,ambu1247,Ambulas,Middle Sepik,Sepik,Papunesia,PG
amc,amc,amah1246,Amahuaca,Panoan,Panoan,South America,PE BR
amd,adx,amdo1237,Amdo,Bodic,Sino-Tibetan,Eurasia,CN
ame,aey,amel1241,Amele,Madang,Trans-New Guinea,Papunesia,PG
amh,amh,amha1245,Amharic,Semitic,Afro-Asiatic,Africa,ET
ami,ami,amis1246,Amis,East Formosan,Austronesian,Papunesia,TW
amk,amr,amar1274,Amarakaeri,Harakmbet,Harakmbet,South America,PE
aml,omb,east2443,Ambae (Lolovoli Northeast),Oceanic,Austronesian,Papunesia,VU
amm,amm,amap1240,Ama,Left May,Left May,Papunesia,PG
amn,amn,aman1265,Amanab,Border,Border,Papunesia,PG
amo,amo,amoo1242,Amo,Kainji,Niger-Congo,Africa,NG
amp,aer,east2379,Arrernte (Mparntwe),Central Pama-Nyungan,Pama-Nyungan,Australia,AU
amq,amk,amba1265,Ambai,South Halmahera - West New Guinea,Austronesian,Papunesia,ID
amr,ary,moro1292,Arabic (Moroccan),Semitic,Afro-Asiatic,Africa,MA
ams,arb,stan1318,Arabic (Modern Standard),Semitic,Afro-Asiatic,Eurasia,KM KW SO SY OM QA EG TN MA LY JO LB ER YE SA IQ PS DZ AE BH SD IL
amt,adx,amdo1237,Amdo (Themchen),Bodic,Sino-Tibetan,Eurasia,NP
amu,ame,yane1238,Yanesha',Yanesha',Arawakan,South America,PE
amx,imi,anam1248,Anamuxra,Madang,Trans-New Guinea,Papunesia,PG
amz,amu,guer1243,Amuzgo,Amuzgoan,Oto-Manguean,North America,MX
ana,aro,arao1248,Araona,Tacanan,Tacanan,South America,BO
anc,anc,ngas1240,Angas,West Chadic,Afro-Asiatic,Africa,NG
ane,anz,anem1249,Anêm,Anêm,Anêm,Papunesia,PG
ang,agg,ango1254,Anggor,Senagi,Senagi,Papunesia,PG
ani,hnh,anii1246,//Ani,Khoe-Kwadi,Khoe-Kwadi,Africa,BW
anj,aty,anei1239,Anejom,Oceanic,Austronesian,Papunesia,VU
anl,apc,nort3139,Arabic (North Levantine Spoken),Semitic,Afro-Asiatic,Eurasia,LB
ann,aoi,anin1240,Anindilyakwa,Anindilyakwa,Gunwinyguan,Australia,AU
ano,nun,nung1282,Anong,Nungish,Sino-Tibetan,Eurasia,CN MM
ant,agm,anga1290,Angaatiha,Angan,Trans-New Guinea,Papunesia,PG
anu,cko,anuf1239,Anufo,Kwa,Niger-Congo,Africa,GH TG BJ
anx,ani,andi1255,Andi,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
any,anu,anua1242,Anywa,Nilotic,Eastern Sudanic,Africa,ET
ao,njo,aona1235,Ao,Kuki-Chin,Sino-Tibetan,Eurasia,IN
aoj,aoj,mufi1238,Mufian,Kombio-Arapesh,Torricelli,Papunesia,PG
apa,ajp,sout3123,Arabic (Palestinian),Semitic,Afro-Asiatic,Eurasia,PS
apc,apm,mesc1238,Apache (Chiricahua),Athapaskan,Na-Dene,North America,US
ape,apz,safe1240,Ampeeli,Angan,Trans-New Guinea,Papunesia,PG
api,apn,apin1244,Apinayé,Ge-Kaingang,Macro-Ge,South America,BR
apj,apj,jica1244,Apache (Jicarilla),Athapaskan,Na-Dene,North America,US
apk,apq,apuc1241,A-Pucikwar,Great Andamanese,Great Andamanese,Eurasia,IN
apl,apy,apal1257,Apalaí,Cariban,Cariban,South America,BR
apt,apt,apat1240,Apatani,Tani,Sino-Tibetan,Eurasia,IN
apu,apu,apur1254,Apurinã,Purus,Arawakan,South America,BR
apw,apw,west2615,Apache (Western),Athapaskan,Na-Dene,North America,US
ara,arw,araw1276,Arawak,Caribbean Arawakan,Arawakan,South America,SR
arb,arl,arab1268,Arabela,Zaparoan,Zaparoan,South America,PE
arc,aqc,arch1244,Archi,Lezgic,Nakh-Daghestanian,Eurasia,RU
ard,jbj,aran1237,Arandai,South Bird's Head,Marind,Papunesia,ID
arg,afb,gulf1241,Arabic (Gulf),Semitic,Afro-Asiatic,Eurasia,IQ SA OM QA KW IR BH
arh,acw,hija1235,Arabic (Hijazi),Semitic,Afro-Asiatic,Eurasia,SA
ari,laz,arib1241,Aribwatsa,Oceanic,Austronesian,Papunesia,PG
arj,afb,gulf1241,Arabic (Kuwaiti),Semitic,Afro-Asiatic,Eurasia,KW
ark,akr,arak1252,Araki,Oceanic,Austronesian,Papunesia,VU
arl,apc,nort3139,Arabic (Lebanese),Semitic,Afro-Asiatic,Eurasia,LB
arm,hye,nucl1235,Armenian (Eastern),Armenian,Indo-European,Eurasia,AM
arn,shu,chad1249,Arabic (Borno Nigerian),Semitic,Afro-Asiatic,Africa,NG
aro,aia,aros1241,Arosi,Oceanic,Austronesian,Papunesia,SB
arp,ape,buki1249,Arapesh (Mountain),Kombio-Arapesh,Torricelli,Papunesia,PG
arq,acm,meso1252,Arabic (Iraqi),Semitic,Afro-Asiatic,Eurasia,IQ
arr,are,east2379,Arrernte,Central Pama-Nyungan,Pama-Nyungan,Australia,AU
ars,ayn,sana1295,Arabic (San'ani),Semitic,Afro-Asiatic,Eurasia,YE
arv,ajp,sout3123,Arabic (Negev),Semitic,Afro-Asiatic,Eurasia,IL
arw,hye,nucl1235,Armenian (Western),Armenian,Indo-European,Eurasia,TR
arx,alu,area1240,'Are'are,Oceanic,Austronesian,Papunesia,SB
arz,hye,nucl1235,Armenian (Iranian),Armenian,Indo-European,Eurasia,IR
ash,ady,adyg1241,Adyghe (Shapsugh),Northwest Caucasian,Northwest Caucasian,Eurasia,RU
asl,ase,amer1248,American Sign Language,Sign Languages,other,North America,CA US
asm,tml,tamn1235,Asmat,Asmat-Kamoro,Trans-New Guinea,Papunesia,ID
aso,alt,sout2694,Altai (Southern),Turkic,Altaic,Eurasia,RU
ass,asm,assa1263,Assamese,Indic,Indo-European,Eurasia,IN
ast,ast,astu1245,Asturian,Romance,Indo-European,Eurasia,ES
asu,asu,toca1235,Asuriní,Tupi-Guaraní,Tupian,South America,BR
asy,apc,nort3139,Arabic (Syrian),Semitic,Afro-Asiatic,Eurasia,SY
ata,tay,atay1247,Atayal,Atayalic,Austronesian,Papunesia,TW
atb,atq,aral1243,Aralle-Tabulahan,South Sulawesi,Austronesian,Papunesia,ID
atc,upv,urip1239,Atchin,Oceanic,Austronesian,Papunesia,VU
ath,aph,athp1241,Athpare,Mahakiranti,Sino-Tibetan,Eurasia,NP
ati,atj,atik1240,Atikamekw,Algonquian,Algic,North America,CA
atk,aqp,atak1252,Atakapa,Atakapa,Atakapa,North America,US
atm,kuz,kunz1244,Atacameño,Kunza,Kunza,South America,BO CL AR
atq,ems,paci1278,Alutiiq,Eskimo,Eskimo-Aleut,North America,US
ats,atw,atsu1245,Atsugewi,Palaihnihan,Hokan,North America,US
atu,aeb,tuni1259,Arabic (Tunisian),Semitic,Afro-Asiatic,Africa,TN
au,avt,auuu1241,Au,Wapei-Palei,Torricelli,Papunesia,PG
aul,aul,aulu1238,Aulua,Oceanic,Austronesian,Papunesia,VU
aus,asf,aust1271,Auslan,Sign Languages,other,Australia,AU
auy,auy,awiy1238,Auyana,Eastern Highlands,Trans-New Guinea,Papunesia,PG
ava,ava,avar1256,Avar,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU AZ
avk,avi,avik1243,Avikam,Kwa,Niger-Congo,Africa,CI
avo,avu,avok1242,Avokaya,Moru-Ma'di,Central Sudanic,Africa,SD CD
avt,avn,avat1244,Avatime,Kwa,Niger-Congo,Africa,GH
awa,awb,awap1236,Awa,Eastern Highlands,Trans-New Guinea,Papunesia,PG
awd,awa,awad1243,Awadhi,Indic,Indo-European,Eurasia,NP IN
awe,are,west2441,Arrernte (Western),Central Pama-Nyungan,Pama-Nyungan,Australia,AU
awi,awi,aeky1238,Aekyom,Awin-Pare,Awin-Pare,Papunesia,PG
awk,png,pong1250,Akwa,Kainji,Niger-Congo,Africa,NG
awn,awn,awng1244,Awngi,Central Cushitic,Afro-Asiatic,Africa,ET
awp,kwi,awac1239,Awa Pit,Barbacoan,Barbacoan,South America,EC CO
awt,kmn,awtu1239,Awtuw,Ram,Sepik,Papunesia,PG
awy,auw,awyi1241,Awyi,Border,Border,Papunesia,ID
axv,akv,akhv1239,Akhvakh,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
ayi,any,anyi1245,Anyi,Kwa,Niger-Congo,Africa,CI
aym,ayc,cent2142,Aymara (Central),Aymaran,Aymaran,South America,PE CL BO
ayn,aib,ainu1251,Aynu,Turkic,Altaic,Eurasia,CN
ayo,,,Ayomán,Jirajaran,Jirajaran,,VR
ayr,ayo,ayor1240,Ayoreo,Zamucoan,Zamucoan,South America,PY
ayw,nfl,ayiw1239,Ayiwo,Oceanic,Austronesian,Papunesia,SB
aze,azb,nort2697,Azerbaijani,Turkic,Altaic,Eurasia,AZ IR
azi,azb,sout2697,Azari (Iranian),Turkic,Altaic,Eurasia,IR IQ
baa,bbb,bara1377,Barai,Koiarian,Trans-New Guinea,Papunesia,PG
bab,bav,veng1238,Babungo,Bantoid,Niger-Congo,Africa,CM
bac,wdj,wadj1254,Bachamal,Anson Bay,Anson Bay,Australia,AU
bad,bde,bade1248,Bade,West Chadic,Afro-Asiatic,Africa,NG
bae,bae,bare1276,Baré,Inland Northern Arawakan,Arawakan,South America,BR VR
baf,bfd,bafu1246,Bafut,Bantoid,Niger-Congo,Africa,CM
bag,bmi,bagi1246,Bagirmi,Bongo-Bagirmi,Central Sudanic,Africa,TD
bah,xir,xiri1243,Xiriana,Bahuanic,Arawakan,,BR
bai,bca,cent2004,Bai,Bai,Sino-Tibetan,Eurasia,CN
baj,bdl,indo1317,Bajau (Sama),Sama-Bajaw,Austronesian,Papunesia,ID
bak,bkc,baka1272,Baka (in Cameroon),Ubangi,Niger-Congo,Africa,CM
bal,ban,bali1278,Balinese,Malayo-Sumbawan,Austronesian,Papunesia,ID
bam,bam,bamb1269,Bambara,Western Mande,Mande,Africa,ML
ban,bcw,bana1305,Bana,Biu-Mandara,Afro-Asiatic,Africa,CM
bao,peh,bona1250,Bao'an,Mongolic,Altaic,Eurasia,CN
baq,brg,baur1253,Baure,Bolivia-Parana,Arawakan,South America,BO
bar,bfa,bari1284,Bari,Nilotic,Eastern Sudanic,Africa,SD
bas,bas,basa1284,Basaá,Bantoid,Niger-Congo,Africa,CM
bat,bya,bata1301,Batak,Greater Central Philippine,Austronesian,Papunesia,PH
bau,bbd,bauu1244,Bau,Madang,Trans-New Guinea,Papunesia,PG
baw,bgr,bawm1236,Bawm,Kuki-Chin,Sino-Tibetan,Eurasia,BD IN MM
bbf,bbo,sout2840,Bobo Madaré (Northern),Western Mande,Mande,Africa,BF
bbl,bvx,dibo1245,Babole,Bantoid,Niger-Congo,Africa,CG
bbm,ptu,bamb1270,Bambam,South Sulawesi,Austronesian,Papunesia,ID
bbu,brm,bara1361,Barambu,Ubangi,Niger-Congo,Africa,CD
bbw,gup,gunw1252,Bininj Gun-Wok,Gunwinygic,Gunwinyguan,Australia,AU
bca,bdy,band1339,Bandjalang (Casino),Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
bch,shy,tach1249,Berber (Chaouia),Berber,Afro-Asiatic,Africa,DZ
bco,blc,bell1243,Bella Coola,Bella Coola,Salishan,North America,CA
bdc,brc,berb1259,Berbice Dutch Creole,Creoles and Pidgins,other,South America,GY
bdg,bfq,bada1257,Badaga,Southern Dravidian,Dravidian,Eurasia,IN
bdk,bdk,budu1248,Budukh,Lezgic,Nakh-Daghestanian,Eurasia,AZ
bdm,bia,badi1246,Badimaya,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
bdu,buu,budu1250,Budu,Bantoid,Niger-Congo,Africa,CD
bdw,bdw,baha1258,Baham,West Bomberai,West Bomberai,Papunesia,ID
beb,bef,bena1264,Benabena,Eastern Highlands,Trans-New Guinea,Papunesia,PG
bec,ctg,chit1275,Bengali (Chittagong),Indic,Indo-European,Eurasia,BD
bee,beq,beem1239,Beembe,Bantoid,Niger-Congo,Africa,CG
beg,dbj,idaa1241,Begak-Ida'an,North Borneo,Austronesian,Papunesia,MY
bej,bej,beja1238,Beja,Beja,Afro-Asiatic,Africa,ER SD
bel,byw,belh1239,Belhare,Mahakiranti,Sino-Tibetan,Eurasia,NP
bem,bmy,bemb1258,Bemba,Bantoid,Niger-Congo,Africa,CD
ben,ben,beng1280,Bengali,Indic,Indo-European,Eurasia,IN BD
beo,bue,beot1247,Beothuk,Beothuk,Beothuk,North America,CA
ber,wti,bert1248,Berta,Berta,Berta,Africa,ET SD
bet,bev,dalo1238,Bété,Kru,Niger-Congo,Africa,CI
bez,kap,bezh1248,Bezhta,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
bfd,bif,biaf1240,Biafada,Northern Atlantic,Niger-Congo,Africa,GW
bfg,,,Berber (Figuig),Berber,Afro-Asiatic,,MA
bfi,ksf,bafi1243,Bafia,Bantoid,Niger-Congo,Africa,CM
bga,bng,beng1282,Benga,Bantoid,Niger-Congo,Africa,GQ GA
bgg,bgz,bang1368,Banggai,Celebic,Austronesian,Papunesia,ID
bgi,bgq,bagr1243,Bagri,Indic,Indo-European,Eurasia,IN
bgl,sab,bugl1243,Buglere,Guaymiic,Chibchan,North America,PA
bgm,dba,bang1363,Bangime,Bangime,Bangime,Africa,ML
bgn,,bugu1246,Bugun,Western Arunachal,Sino-Tibetan,Eurasia,IN
bgo,bot,bong1285,Bongo,Bongo-Bagirmi,Central Sudanic,Africa,SD
bgr,fuu,furu1242,Bagiro,Bongo-Bagirmi,Central Sudanic,Africa,CF CD
bgs,bsp,baga1272,Baga Sitemu,Mel,Niger-Congo,Africa,GN
bgv,kva,bagv1239,Bagvalal,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
bgz,bdg,bong1289,Banggi,Barito,Austronesian,Papunesia,MY
bhi,bhb,bhil1251,Bhili,Indic,Indo-European,Eurasia,IN
bhn,bjh,bahi1254,Bahinemo,Sepik Hill,Sepik,Papunesia,PG
bho,bho,bhoj1244,Bhojpuri,Indic,Indo-European,Eurasia,IN
bhu,unr,mund1320,Bhumij,Munda,Austro-Asiatic,Eurasia,IN
bia,bip,bila1255,Bira,Bantoid,Niger-Congo,Africa,CD
bid,bid,bidi1241,Bidiya,East Chadic,Afro-Asiatic,Africa,TD
big,yul,yulu1243,Binga,Bongo-Bagirmi,Central Sudanic,Africa,SD CF
bii,bzr,biri1256,Biri,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
bik,bhw,biak1248,Biak,South Halmahera - West New Guinea,Austronesian,Papunesia,ID
bil,blb,bilu1245,Bilua,Bilua,Solomons East Papuan,Papunesia,SB
bim,bhp,bima1247,Bima,Central Malayo-Polynesian,Austronesian,Papunesia,ID
bin,bhg,bina1277,Binandere,Binanderean,Trans-New Guinea,Papunesia,PG
bio,bio,naii1241,Nai,Kwomtari,Kwomtari-Baibai,Papunesia,PG
biq,bps,sara1326,Bilaan,Bilic,Austronesian,Papunesia,PH
bir,bom,bero1242,Birom,Platoid,Niger-Congo,Africa,NG
bis,bib,biss1248,Bisa,Eastern Mande,Mande,Africa,GH BF
bit,bth,biat1246,Biatah,Land Dayak,Austronesian,Papunesia,ID MY
biu,lwm,bisu1246,Bisu,Burmese-Lolo,Sino-Tibetan,Eurasia,TH
bjs,ssb,sout2918,Sama (Southern),Sama-Bajaw,Austronesian,Papunesia,MY PH
bka,bdh,baka1274,Baka (in Sudan),Bongo-Bagirmi,Central Sudanic,Africa,SD
bkb,xub,bett1235,Betta Kurumba,Southern Dravidian,Dravidian,Eurasia,IN
bkd,bkd,binu1244,Binukid,Greater Central Philippine,Austronesian,Papunesia,PH
bki,bkq,baka1277,Bakairí,Cariban,Cariban,South America,BR
bkl,bcl,cent2087,Bikol,Greater Central Philippine,Austronesian,Papunesia,PH
bkn,bdu,orok1266,Bakundu,Bantoid,Niger-Congo,Africa,CM
bkr,btx,bata1293,Batak (Karo),Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID
bkt,bkk,brok1247,Brokskat,Indic,Indo-European,Eurasia,PK IN
bku,bri,mokp1239,Bakueri,Bantoid,Niger-Congo,Africa,CM
bla,bla,siks1238,Blackfoot,Algonquian,Algic,North America,CA US
blc,bgp,east2304,Baluchi,Iranian,Indo-European,Eurasia,PK IR AF
ble,bci,baou1238,Baule,Kwa,Niger-Congo,Africa,CI
blg,blw,bala1310,Balangao,Northern Luzon,Austronesian,Papunesia,PH
blj,koe,kaci1244,Baale,Surmic,Eastern Sudanic,Africa,SD
blk,blz,bala1315,Balantak,Celebic,Austronesian,Papunesia,ID
bln,byn,bili1260,Bilin,Central Cushitic,Afro-Asiatic,Africa,ER
blq,bol,nucl1695,Bole,West Chadic,Afro-Asiatic,Africa,NG
blr,bel,bela1254,Belorussian,Slavic,Indo-European,Eurasia,BY
blt,bft,balt1258,Balti,Bodic,Sino-Tibetan,Eurasia,IN PK
blu,lua,luba1249,Bena-Lulua,Bantoid,Niger-Congo,Africa,CD
blx,bll,bilo1248,Biloxi,Core Siouan,Siouan,North America,US
bly,nad,nija1241,Balyku,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
blz,bjt,bala1300,Balanta,Northern Atlantic,Niger-Congo,Africa,SN GW
bma,tzm,cent2194,Berber (Middle Atlas),Berber,Afro-Asiatic,Africa,MA
bmb,bim,bimo1239,Bimoba,Gur,Niger-Congo,Africa,GH
bmn,bax,bamu1253,Bamun,Bantoid,Niger-Congo,Africa,CM
bmr,bmu,buru1306,Burum,Finisterre-Huon,Trans-New Guinea,Papunesia,PG
bmz,mzb,tumz1238,Berber (Mzab),Berber,Afro-Asiatic,Africa,DZ
bna,jaa,jama1261,Banawá,Arauan,Arauan,South America,BR
bnb,bck,buna1275,Bunuba,Bunuban,Bunuban,Australia,AU
bnd,bza,band1352,Bandi,Western Mande,Mande,Africa,LR
bng,byx,qaqe1238,Baining,Baining,Baining-Taulil,Papunesia,PG
bni,bin,bini1246,Bini,Edoid,Niger-Congo,Africa,NG
bnj,bdy,band1339,Bandjalang,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
bnk,abb,bank1256,Bankon,Bantoid,Niger-Congo,Africa,CM
bnl,bjb,bang1339,Banggarla,Central Pama-Nyungan,Pama-Nyungan,Australia,AU
bnm,bjr,binu1245,Binumarien,Eastern Highlands,Trans-New Guinea,Papunesia,PG
bnn,bcm,bann1247,Banoni,Oceanic,Austronesian,Papunesia,PG
bno,bao,waim1255,Waimaha,Tucanoan,Tucanoan,South America,CO
bnq,nhb,beng1286,Beng,Eastern Mande,Mande,Africa,CI
bnr,nbj,ngar1235,Bilinarra,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
bnt,bnq,bant1286,Bantik,Sangiric,Austronesian,Papunesia,ID
bnu,,bula1255,Bularnu,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
bnw,bwi,bani1255,Baniwa,Alto-Orinoco,Arawakan,South America,VR BR
boa,kvg,kuni1265,Boazi,Marind Proper,Marind,Papunesia,PG
bob,bni,bang1354,Bobangi,Bantoid,Niger-Congo,Africa,CD
bod,brx,bodo1269,Bodo,Bodo-Garo,Sino-Tibetan,Eurasia,IN
boi,bzf,boik1241,Boiken,Middle Sepik,Sepik,Papunesia,PG
boj,adi,damu1236,Bori,Tani,Sino-Tibetan,Eurasia,IN
bok,bqc,boko1266,Boko,Eastern Mande,Mande,Africa,NG BJ
bol,bli,boli1255,Bolia,Bantoid,Niger-Congo,Africa,CD
bon,bpu,bong1291,Bongu,Madang,Trans-New Guinea,Papunesia,PG
boq,adi,damu1236,Bokar,Tani,Sino-Tibetan,Eurasia,IN
bor,boa,bora1263,Bora,Boran,Huitotoan,South America,CO PE
bos,bos,bosn1245,Bosnian,Slavic,Indo-European,Eurasia,BA
bou,oua,taga1278,Berber (Wargla),Berber,Afro-Asiatic,Africa,DZ
boz,boz,tiey1235,Bozo (Tigemaxo),Western Mande,Mande,Africa,ML
bpa,bwr,bura1292,Bura-Pabir,Biu-Mandara,Afro-Asiatic,Africa,NG
bpb,bdq,bahn1262,Bahnar (Plei Bong-Mang Yang),Bahnaric,Austro-Asiatic,Eurasia,VN
bqb,eus,basq1248,Basque (Bidasoa Valley),Basque,Basque,Eurasia,ES
bqg,eus,basq1248,Basque (Gernica),Basque,Basque,Eurasia,ES
bqh,eus,basq1248,Basque (Hondarribia),Basque,Basque,Eurasia,ES
bqi,eus,basq1248,Basque (Basaburua and Imoz),Basque,Basque,Eurasia,ES
bql,eus,basq1248,Basque (Lekeitio),Basque,Basque,Eurasia,ES
bqn,eus,basq1248,Basque (Northern High Navarrese),Basque,Basque,Eurasia,ES
