Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
,-1362.9,-8289.02,2013,"Unit 3G / H South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,09/01/10,
Manningstead Ltd,-879.53,-879.53,2013,"12 Central Hall, Coronation Street, Elland, HX5 0DF","C/O Brent Turner, The Hayloft, Hullen Edge Farm, Goose Nest Lane, Norland, Halifax, HX6 3QW",12/06/11,07/15/13
,-5.16,-5.16,2012,"Unit 6 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",,09/05/12,11/30/12
The Childrens Society,-552.16,-884.8,2015,"25/27 Silver Street, Halifax, HX1 1HS","F.A.O. Katherine Moore, Unit 4A, The Pavillions, Bridgehall Road, Bury, BL9 7NX",11/19/12,09/30/16
The Childrens Society,-332.64,-884.8,2016,"25/27 Silver Street, Halifax, HX1 1HS","F.A.O. Katherine Moore, Unit 4A, The Pavillions, Bridgehall Road, Bury, BL9 7NX",11/19/12,09/30/16
,-1.75,5032.25,2014,"20/22 Crown Street, Halifax, HX1 1TT",,11/14/12,
Tap Water Project Ltd,-0.48,-0.18,2016,"Hebble House, Old Gate, Hebden Bridge, HX7 6EN","Hebble House, Old Gate, Hebden Bridge, HX7 6EN",05/07/13,03/31/15
Car & Commercial Vehicle Dismantlers Ltd,-2.5,5465.5,2015,"Mill Lane, Brighouse, HD6 1PN",,05/01/13,
,-11.5,-11.5,2014,"39 Burnley Road, Todmorden, OL14 7BU",,07/01/09,03/20/12
Primesight Ltd,-0.04,239.96,2014,"229 Bradford Road, Brighouse, HD6 4BN","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",09/01/09,
Primesight Ltd,-0.03,317.97,2014,"R/O 2 Horton Street, Halifax, HX1 1PU","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",09/01/09,
,-320.59,-320.59,2010,"2 Swine Market, Halifax, HX1 5DT",,09/01/10,01/23/14
,-44.62,-44.62,2016,"Stall 16 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/26/11,
Calder Valley Steiner Education Ltd,-48.12,-48.12,2016,"St John's Centre, Church Bank Lane, Cragg Vale, Hebden Bridge        HX7 5TF",,09/06/10,
Castelite Ltd,-135,-135,2010,"Casa Del Lago, Elland Road, Brighouse, HD6 2AB","281 Elland Road, Brookfoot, Brighouse, HD6 2RG",06/17/09,04/30/10
,-310.38,-310.38,2011,"193 Queens Road, Halifax, HX1 4NE",,09/06/09,03/20/11
P.H.S Ltd,-1884,-1884,2011,"Armytage Road, Brighouse, HD6 1QF","Attn Andrew Knight, 7 Lancaster Way, Ermine Business Park, Huntingdon, Cambs, PE26 6XU",02/03/10,06/22/11
Atmosphere Bars & Clubs Ltd (In Administration),-1744.37,-1744.37,2013,"Abc Cinema, Commercial Street, Halifax, HX1 1BX","Fao Adrian Peter Berry, C/O Deloitte Llp, 1 City Square, Leeds, LS1 2AL",02/26/10,05/14/13
Seddon Homes Ltd,-18.06,811.89,2013,"Melbourne Works, Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",08/01/09,
,-472.48,-472.48,2011,"Cross Roads Inn, Wainstalls, Halifax, HX2 7TB",,04/23/10,01/08/12
,-0.01,363.99,2015,"11B Bridge Gate, Hebden Bridge, HX7 8EX",,05/07/11,
,-219.86,-219.86,2012,"1 Ovenden Road, Halifax, HX3 5PN",,04/01/11,11/30/12
,-621.69,-621.69,2011,"4 Cheapside, Halifax, HX1 1TQ",,08/02/10,11/01/11
,-36,-304.6,2012,"23A Ovenden Road, Halifax, HX3 5PN",,08/23/10,09/30/13
,-85.7,-304.6,2013,"23A Ovenden Road, Halifax, HX3 5PN",,08/23/10,09/30/13
,-21.29,-16.02,2011,"Storeroom 3 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/26/11,05/31/11
Calderdale Mbc Children & Young People's Services,-2733.5,-4289.28,2016,"Community Centre, Burnsall Road, Rastrick, Brighouse           HD6 3JT","Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",12/14/11,09/03/15
Broadbent Accountants Llp,-641,2564,2013,"21 Clare Road, Halifax, HX1 2HX",,08/01/11,
C N Trading Ltd,-747.49,-747.49,2013,"UNIT1 Perseverance Mill, Halifax Road, Todmorden, OL14 6EG","Calderside Nurseries, Oakville Road, Hebden Bridge, HX7 6NG",05/05/11,10/27/13
Communitas Eu Ltd,-116,-116,2012,"Office Suite D 109, Dean Clough Office Park, Halifax, HX3 5AX","Office Suites D107/D109, Dean Clough Mills, Halifax, HX3 5AX",06/01/11,05/31/11
Simply Sweets (Brighouse) Ltd,-41.04,0,2015,"20 West Park Street, Brighouse, HD6 1DU","11 Bethel Street, Brighouse, HD6 1JR",11/29/12,04/29/15
Night Realisations Plc In Administration,-5.2,-5.2,2012,"1 Shroggs Road, Halifax, HX1 5HZ","F.A.O. Catrin Drabble, C/O Ernst & YoungLlp, 1 More London Place, London, SE1 2AF",03/06/13,04/21/16
,-3.07,-36.28,2015,"35 Broad Street, Halifax, HX1 1YA",,03/01/14,07/05/16
,-16.27,-16.27,2015,"Unit 14A Woodman Works, South Lane, Elland, HX5 0PA",,08/01/13,11/30/15
Cmbc Pupil Referral Unit,-240.3,-240.3,2014,"1ST Flr,Former Officers Mess, Wellesley Park, Gibbet Street, Halifax              HX2 0BA","Fao Jessica Crawshaw, The Whitley Phoenix Centre, Moorbottom Road, Illingworth, Halifax, HX2 9SR",04/01/14,05/23/14
Treble Clef Ltd,-91.12,-91.12,2014,"5 Canal Street, Brighouse, HD6 1NR","5 Canal Street, Brighouse, HD6 1NR",03/31/14,03/30/14
,-177.06,-177.06,2015,"Unit 4, Bandwalk Industrial Estate, Saddleworth Road, Greetland            HX4 8BA",,02/01/13,02/29/16
Bizspace Ltd,-225.2,-225.2,2016,"Unit 18G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",11/01/14,12/02/15
Dean Clough Ltd,-5313,-12118.95,2013,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",12/24/12,05/31/13
Birds Royd Property Co Ltd,-101.02,-101.02,2015,"Office 4 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH","C/O R A S Sports, Princess Works, Bird Royd Lane, Brighouse, HD6 1LJ",04/22/15,03/06/16
Firth Steels Ltd,-61628,-96202.66,2016,"River Street, Brighouse, HD6 1NH","Unit 2, Calder Bank, River Street, Brighouse, HD6 1LJ",11/01/14,09/06/15
Oiltech Europe Ltd,-115.41,-115.41,2015,"Unit 21 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse           HD6 4EA","St Aidans Chapel, Bradford Road, Bailiff Bridge, Brighouse, HD6 4EA",02/06/15,01/28/16
Litemania.Co.Uk Limited,-7647.7,-9487.25,2014,"Unit 2 Greenhill Ind Estate, Mytholmroyd, Hebden Bridge, HX7 5QF","Unit 2, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge, HX7 5QF",03/11/13,12/31/13
Pure Filters (International) Limited,-291.3,0,2015,"West Parade, Halifax, HX1 2TA","Unit 1 Alma Industrial Estate, Regent Street, Rochdale, OL12 0HQ",10/01/15,07/31/16
,-0.75,6311.25,2015,"73 Bradford Road, Brighouse, HD6 4AD",,11/05/14,
T E V Ltd,-1928,29631.46,2014,"Unit 4 Armytage Road, Brighouse, HD6 1QF","Armytage Road, Brighouse, HD6 1QF",01/01/14,
T E V Ltd,-1972,29631.46,2015,"Unit 4 Armytage Road, Brighouse, HD6 1QF","Armytage Road, Brighouse, HD6 1QF",01/01/14,
Yfr Autos Ltd,-32.79,-32.79,2015,"Units 2/3, Vine Industrial Estate, Elland Road, Brighouse            HD6 2QS","The Bungalow, The Yard, Brow Wood Terrace, Bradford, BD6 2DR",02/23/15,01/31/16
Hebden Bridge Community Association,-172.21,-172.21,2016,"Unit 33 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",02/28/15,
Leisure 7 Ltd,-73.1,-73.1,2012,"Unit 2E, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER","Units 2b & 2e, Hipperholme Business Park, Halifax Road, Hipperholme, HX3 8ER",09/28/12,12/02/12
Wattlid Ltd,-134.3,-134.3,2016,"Unit 2 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG","The Continuum, Moderna Business Park, Mytholmroyd, HX7 5QQ",09/01/15,04/30/16
Hot Surestart Data Team,-17.57,-17.57,2016,"Off 4, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","The Ew Innovation Centre, Hopwood Lane, Halifax, HX1 5ER",04/01/16,07/21/16
Lionel Robinson & Co Ltd,-9.37,-9.37,2004,"Unit 14, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA","C/O Holland House Electrical, Company Ltd, 120 Scotland Street, Glasgow, G5 8NX",01/17/93,11/30/04
Yorkshire Process Plant Ltd [In Admin Receivership],-815.65,-815.65,2002,"Bridge Road Works, Bridge Road, Brighouse, HD6 1EP","C/O Ernst & Young, P.O Box 61, Cloth Hall Court, 14 King Street, Leeds, LS1 2JN",04/01/90,07/21/99
,-10.86,-10.86,2012,"25 Lightcliffe Road, Brighouse, HD6 2DR",,04/01/90,
Bob's Carpet Emporium Ltd,-613.04,-298.04,2014,"1 Owler Ings Road, Brighouse, HD6 1EJ",,01/01/98,
,-853.78,-853.78,2005,"Unit 1 George Street, Clifton, Brighouse, HD6 1PU",,09/13/93,05/09/05
Pond Quarry Stone Co Ltd,-522.85,-522.85,2016,"Pond Quarry, Halifax Road, Brighouse, HD6 2PB","Harley Head Farm, Hipperholme, Halifax, HX3 8BW",04/01/90,
W Warburton & Co Ltd (In Liquidation),-426.2,-426.2,2002,"47/49 Bedford Street North, Halifax, HX1 5BH","C/O Messrs Grant Thornton, Eldon Lodge, Eldon Place, Bradford, BD1 3AP",04/01/90,10/14/92
Motorcise [Tamworth] Ltd,-694.96,-694.96,2002,"33/35/37 Broad Street, Halifax, HX1 1YA","25 Castleinan Street, Northampton, NN1 1JS",06/24/01,08/01/01
,-6752,-77567.88,2005,"The Surgery, Burley Street, Elland, HX5 0AQ",,04/01/90,
,-7760,-77567.88,2009,"The Surgery, Burley Street, Elland, HX5 0AQ",,04/01/90,
,-7273.25,-77567.88,2015,"The Surgery, Burley Street, Elland, HX5 0AQ",,04/01/90,
Yorkshire Tool Hire Ltd,-3377.31,-3377.31,2003,"69 Huddersfield Road, Elland, HX5 9AA",No Forwarding Address,11/18/00,06/15/03
,-438.18,-438.18,2003,"Town Hall Hotel, 52 Huddersfield Road, Elland, HX5 9AH",,10/03/95,02/17/04
M B Material Handling Systems Ltd,-294.25,-294.25,2002,"Park Works, Park Road, Elland, HX5 9HN","Attn Mr D J Scarborough, C/O Dacre Son & Hartley, 75 North Street, Keighley, BD21 3RZ",04/01/90,01/07/03
Chekemcolour Limited [In Administration],-2538.15,-2538.15,2006,"Smithfield Joinery Works, South Lane, Elland, HX5 0HQ","C/O Begbies Traynor, Elliot House, 151 Deansgate, Manchester, M3 3BP",04/01/90,12/06/06
,-26,-26,2002,"12/14 Carlton Street, Halifax, HX1 2AL",,01/25/02,03/19/02
Artistic Design Contracts Ltd [In Liquidation],-57.02,-57.02,2002,"Unit A, Church Street Garage, Church Street, Halifax             HX1 1QY","C/O Deloitte & Touche, 10-12 East Parade, Leeds, LS1 2AJ",03/01/97,02/10/00
,-9.59,-9.59,2000,"Dirty Dicks Ale House, 1 Clare Road, Halifax, HX1 2HX",,02/18/01,09/25/02
,-339,-339,2002,"Unit 4e(Part), Calderdale Business Park, Club Lane, Halifax             HX2 8AX",,06/01/00,06/01/00
,-1.75,-1.75,2012,"72 Commercial Street, Halifax, HX1 2JE",,04/01/90,
Joseph Walker & Son Ltd [In Liquidation],-131.04,-131.04,2002,"Summerfield House Care Home, Gibbet Street, Halifax, HX1 4JW","C/O Pannell Kerr Forster, Pannell House, 6 Queen Street, Leeds, LS1 2TW",04/01/90,11/09/94
Calderdale P C T,-6438,-18042.06,2007,"Mixenden Stones Surgery, Mixenden Stones, Mixenden, Halifax             HX2 8RQ","C/O Gl Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",02/04/00,04/30/08
Allan Haigh & Co Ltd [In Liquidation],-464.81,-464.81,2002,"Moorfield Mills, Moorfield Street, Halifax, HX1 3AX","C/O Finn Associates, Tong Hall, Tong, BradfordBD4 Orr",04/01/90,02/09/98
,-2.96,-2.96,2002,"13 New Road, Halifax, HX1 2LH",,04/01/90,09/29/02
,-38,152,2014,"56 New Road, Halifax, HX1 2LH",,07/01/98,
Prospro Ltd,-876.4,-876.4,2002,"55 Pellon Lane, Halifax, HX1 5SP",No Forwarding Address,09/18/98,02/28/03
,-134.38,-134.38,2002,"Queens Road Hotel, Pellon Lane, Halifax, HX1 4PZ",,05/15/02,02/11/03
Mears & Priestley [1968] Ltd[In Liquidation],-511.11,-511.11,2002,"Unit 1, Grantham Works, Grantham Road, Halifax              HX3 6PL","C/O Kenneth Howarth & Co, Attn Mr P Townsend, 36 Clare Rd, Halifax",04/01/90,01/05/94
,-0.93,-0.93,2012,"High Lee Green, Luddendenfoot, Halifax, HX2 6LD",,04/01/90,
D Midgley & Sons Ltd,-1855.46,-9103.4,2015,"Holmfield Industrial Estate, Holmfield, Halifax, HX2 9TN","85 Riley Lane, Bradshaw, Halifax, HX2 9QE",04/01/90,03/31/10
,-3914.5,-24371.08,2011,"Rosegarth Surgery, Rothwell Mount, Halifax, HX1 2HB",,04/01/90,
,-6062.5,-54139.62,2009,"Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax             HX3 8AF",,04/01/90,
,-6600.75,-54139.62,2015,"Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax             HX3 8AF",,04/01/90,
Ferguson Wools Ltd,-221.07,-2886.77,2001,"Canal Side, Tillotson Holme, Luddendenfoot, Halifax              HX2 6AF","23 Hillcrest, Sowerby Bridge, Halifax, HX6 2TJ",04/01/90,02/28/02
,-49,-49,2005,"Carlton Works, Rear Of 24 Savile Park Road, Halifax, HX1 2EN",,04/01/90,03/31/05
Kirklees Stone Merchants Ltd,-318.69,-318.69,2015,"Sedburgh Road, Halifax, HX3 9HB","Atlas Works, Sedburgh Road, Halifax, HX3 9HB",12/01/90,03/31/15
,-47.87,-47.87,2006,"4 Stainland Road, Greetland, Halifax, HX4 8AD",,07/01/97,12/23/06
,-42.93,-42.93,2002,"44 The Colonnade, Piece Hall, Halifax, HX1 1RE",,03/29/94,06/30/99
Pennine Scs Ltd -In Receivership,-407.15,-407.15,2002,"Preston Place, Halifax, HX1 5JX","C/O Messrs O'Hara & Co, Wesley House, Huddersfield Rd, Birstall, Batley, WF17 0EJ",07/21/90,04/01/92
,-131.27,-131.27,2002,"Above The Inn On The Bridge, 3/5 West End, Hebden Bridge, HX7 8JP",,12/01/96,03/01/98
,-0.3,-0.3,2013,"Gatelands Farm Caravan Site, Bowood Lane, Triangle, Sowerby Bridge      HX6 3DU",,10/31/97,12/31/15
,-48.31,-48.31,2012,"1a West Avenue, Lightcliffe, Halifax, HX3 8TJ",,05/01/99,12/31/11
Paints & Lacquers Ltd,-0.41,-0.41,2012,"12 West Parade, Halifax, HX1 2TA",,04/01/90,
Halifax Power Tools Ltd (In Liquidation),-77.32,-77.32,2002,"Unit 2a, West Parade, Halifax, HX1 2TE","C/O Messrs K W Howarth & Co, 36 Clare Road, Halifax, HX1 2HX",06/01/91,03/04/93
,-1320,-1320,2002,"Westholme Road, Halifax, HX1 4ER",,04/29/00,06/23/02
Escom (Uk) Ltd [In Receivership],-1708.28,-1708.28,2002,"3 Woolshops, Halifax, HX1 1RU","C/O Deloitte & Touche, 39 St Vincent Place, Glasgow, G1 2QQ",06/08/95,07/12/96
,-3.29,-3.29,2001,"Adj Clunters, Blackstone Edge Road, Cragg Vale, Hebden Bridge       HX7 5TH",,12/02/01,09/30/09
,-370.64,-370.64,2002,"The Thirsty Turtle, May Royd Burnley Road, Hebden Bridge, HX7 8NU",,02/22/96,12/05/96
,-67.33,-67.33,2007,"White Horse Inn, Spring Gardens, Burnley Road, Sowerby Bridge      HX6 2TW",,12/14/93,10/19/07
,-228.97,-228.97,2012,"1 Baldwins Yard, Sowerby Bridge, HX6 2EQ",,07/19/99,
,-4.08,-4.08,2008,"UNIT14 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",,01/15/01,03/30/09
,-0.74,-0.74,2012,"29 Wharf Street, Sowerby Bridge, HX6 2LA",,08/09/99,
,-0.76,-0.76,2012,"45 Wharf Street, Sowerby Bridge, HX6 2LB",,05/10/91,
,-8.5,-8.5,2002,"Unit 2, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",,08/04/97,09/30/02
Leonard Horsfall & Co Ltd [In Receivership],-6.6,-6.6,2002,"Blind Lane, Todmorden, OL14 5HZ","C/O Buchler Phillips Traynor, 1 Winckley Court, Chapel Street, Preston, PR1 8BU",04/01/90,09/04/95
,-90.98,-90.98,2002,"41 Halifax Road, Todmorden, OL14 5BB",,04/01/90,12/09/91
Vendaserve Ltd T/A Freezerama (In Liquidation),-98.99,-98.99,2002,"Lever Street, Todmorden, OL14 5QF","C/O Messrs Waterworth Rudd, & Hare, Central Buildings, Richmond Terrace Blackburn",04/01/90,11/29/92
,-36.43,-36.43,2012,"120 Oak Avenue, Todmorden, OL14 5PD",,05/05/92,03/31/16
Nu-Media Group Ltd-In Liquidation,-74.73,-74.73,2002,"Unit 9, Penair Works, Mill Fold, Ripponden           HX6 4DJ","C/O Messrs Ernst & Young, Cambridge House, 26 Tomblands, Norwich, NR3 1RH",04/01/91,01/31/93
,-93.96,-93.96,2003,"Unit 9, Penair Works, Mill Fold, Ripponden           HX6 4DJ",,07/01/95,10/02/03
,-6.04,-6.04,2002,"The Last Post, 1 Oldham Road, Ripponden, Sowerby Bridge       HX6 4DN",,10/24/00,08/06/02
,-25.51,-25.51,2002,"18 Water Street, Todmorden, OL14 5AB",,02/01/99,05/28/99
,-13.17,-13.17,2009,"Office 5, 164B Haugh Shaw Road, Halifax, HX1 3BG",,11/29/02,05/22/09
,-96.2,-96.2,2007,"8 The Colonnade, Piece Hall, Halifax, HX1 1RE",,04/24/03,11/30/07
Yorkshire Moulds [U.K] Ltd [In Admin Receivership],-51,-51,2002,"Armytage Road, Brighouse, HD6 1UJ","C/O Price Waterhouse Coopers, Benson House, 33 Wellington Street, Leeds, LS1 4JP",08/01/02,05/24/04
,-12.15,-12.15,2007,"109 Haley Hill, Halifax, HX3 6EE",,07/13/03,11/11/07
Tefonica O2 (Uk) Ltd,-277.2,-106.36,2013,"Telecommunications Mast, Site Ref 15864 Brow Mills, Brighouse Road, Halifax              HX3 8DD","Fao Telecoms Rating Team, C/O Cluttons Llp, Portman House, 2 Portman Street, London, W1H 6DU",04/01/03,
,-11.26,-11.26,2004,"115 Hanson Lane, Halifax, HX1 4SD",,07/24/03,04/27/04
,-120,-120,2016,"7 West End, Hebden Bridge, HX7 8JP",,11/01/03,
J W Lister Ltd,-18.64,-18.64,2005,"Unit 32b, Phoebe Lane Ind Estate, Phoebe Lane, Halifax             HX3 9EX","Brooksmouth Mills, Clifton Road, Brighouse, HD6 1SL",04/01/01,03/31/01
Vivreau Ltd,-132.56,-132.56,2002,"Unit 1 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL","Amc House, 12 Cumberland Avenue, London, NW10 7QL",03/01/03,06/30/03
Bar Refreshments [Uk] Ltd,-921.5,-1799.3,2009,"Martins Mill, Pellon Lane, Halifax, HX1 5QJ",No Forwarding Address,01/01/04,03/31/08
,-6.36,-6.36,2005,"12 Union Street, Halifax, HX1 1PR",,09/08/04,04/11/05
,-121.38,-121.38,2005,"Ground Floor, 52 Briggate, Brighouse, HD6 1EF",,10/13/03,03/05/06
Primesight Ltd,-0.02,113.98,2014,"Advertising Right, Springs Service Station, Halifax Road, Todmorden           OL14 5TS","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",09/01/03,
Calderdale Mbc,-672.36,-672.36,2003,"Atlas Mill Road, Brighouse, HD6 1ES","Attn Wendy Backhouse, Building Cleaning Servces, Northgate House, Northgate, Halifax, HX1 1UN",04/01/95,07/31/03
,-22.49,-22.49,2010,"52 Burnley Road, Todmorden, OL14 5EY",,04/14/04,04/20/10
,-5.93,-5.93,2004,"208 Rochdale Road, Greetland, Halifax, HX4 8JE",,04/19/04,03/30/05
B & E Stainless Fabrications Ltd [In Administration],-4.18,-4.18,2005,"Sovereign Works, Sovereign Street, Halifax, HX1 5AH","C/O David Horner & Co, 11 Clifton Moor Business Villa, James Nicolson Link, Clifton Moor, York, YO30 4XG",05/17/04,04/15/05
Wharfedale Taverns Ltd,-32.28,-32.28,2005,"The Beck, 157 Bradford Road, Brighouse, HD6 4AS","Highcliffe Court, Greenfold Lane, Wetherby, LS22 6RG",05/20/04,05/06/05
Mbe Glazing Systems Ltd,-422,-422,2005,"Unit 6, Burley Street, Elland, HX5 0AQ","Unit 21, Woodman Works, South Lane, Elland, HX5 0PE",02/01/04,04/30/08
,-40.41,-40.41,2012,"18 Corporation Street, Sowerby Bridge, HX6 2QQ",,04/01/04,
Polyframe Trade Ltd,-10709.93,-10709.93,2016,"Mile Thorn Works, Gibbet Street, Halifax, HX1 4JR","Mile Thorn Works, Gibbet Street, Halifax, HX1 4JR",07/03/04,06/30/16
,-1.74,-1.74,2012,"The Chalet, Adj Cairnacre, Midgehole Road, Hebden Bridge        HX7 7AL",,04/01/04,
The Inncredible Pub Co Ltd,-332.09,-332.09,2005,"The Malt House, 270 Oldham Road, Rishworth, Sowerby Bridge       HX6 4QB","The Council Chambers, Hazford Street, Tamworth, B79 7RB",03/14/05,05/20/05
Pearson Builders Ltd,-18.24,-18.24,2009,"The Pump House, Broad Hollin Farm, Hollins Lane, Ripponden           HX6 4LE","4 Elm Avenue, Sowerby Bridge, HX6 2HU",04/01/05,03/04/10
,-73.43,-73.43,2007,"Fountain Inn, Meadow Bottom, Todmorden, OL14 8BG",,04/01/05,10/28/07
,-48.68,-48.68,2012,"156 Illingworth Road, Illingworth, Halifax, HX2 9RX",,04/04/05,03/27/13
,-0.91,-0.91,2012,"339 Skircoat Green Road, Halifax, HX3 0LX",,07/23/05,
Vodafone Ltd,-225,-33.69,2012,"Television Mast, Land Near Tinker Hey Farm, North Dean Road, Greetland            HX4 8QA","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",11/01/04,
Andrew Lomas Optometrist Ltd,-0.74,-0.74,2012,"31 Southgate, Elland, HX5 0BW",,06/01/05,
Ripponden Carriers Ltd [In Administration],-2.67,-2.67,2005,"Offices 4 & 5, 11 Owler Ings Road, Brighouse, HD6 1EJ","C/O Begbies Traynor, Elliot House, 151 Deansgate, Manchester, M3 3BP",06/18/05,08/26/05
,-411.35,-838.94,2006,"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",,06/13/05,10/02/07
Halifax Trade Windows Uk Ltd,-0.66,-0.66,2012,"1 Sod House Green, Halifax, HX3 6QR","1 Sod House Green, Keighley Road, Ovenden, Halifax, HX3 6QR",04/01/05,
,-50.75,-50.75,2012,"Woodside Mills, Halifax Road, Elland, HX5 0SH",,07/01/05,
,-128.77,-128.77,2007,"42 Savile Park Road, Halifax, HX1 2EN",,07/01/05,12/19/07
,-266.25,-266.25,2012,"14/16 Walnut Street, Halifax, HX1 5JB",,03/01/05,
,-210.57,-210.57,2007,"Lanika Restaurant, Pellon New Road, Pellon, Halifax              HX1 4QE",,10/24/04,01/21/08
Kwik Save Ltd [In Liquidation],-181.1,-181.1,2006,"Board No 208602, Adj 58 Horton Street, Union Street, Halifax              HX1 1PR","C/O St James Square, Manchester, M2 6DS",04/01/06,03/31/06
D & S Baths Ltd [In Administration],-375.92,-4364.05,2008,"Aquarius Building, 190 Hanson Lane, Halifax, HX1 4SD","C/O B D O Stoy Hayward Llp, 1 Bridgewater Place, Water Lane, Leeds, LS11 5RU",03/24/06,10/29/08
Entari Ltd,-11.16,-11.16,2006,"21 Rochdale Road, Todmorden, OL14 5AA","The Old Co-Op Hall, Old Town, Hebden Bridge, HX7 8RX",06/12/06,03/16/07
Northstart Limited,-242.72,-242.72,2006,"Unit 2, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT","Mr Hal Clarkson, Unit 2 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",11/01/05,02/28/07
,-64.05,-64.05,2010,"Unit 7/8, Queens Road Works, Queens Road, Halifax              HX1 3XY",,05/01/06,06/18/10
,-30,-50,2007,"196 Rochdale Road, Todmorden, OL14 7NA",,12/19/05,03/31/08
,-15.6,-15.6,2011,"12 Central Hall, Coronation Street, Elland, HX5 0DF",,09/28/98,12/05/11
,-36.06,-36.06,2006,"1 Ovenden Road, Halifax, HX3 5PN",,05/25/05,09/22/06
West Lane Garage Ltd,-0.51,-0.51,2012,"West Lane Garage, Hall Ings, West Lane, Southowram           HX3 9RG","F.A.O. Mr Steven Gledhill, West Lane Garage, Hall Ings, West Lane, Southowram, HX3 9RG",04/01/05,
,-79.22,-94.57,2006,"633b Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,09/30/06,05/06/07
