Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,01/05/2014,CARTWHEEL ARTS,Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,COMMUNITY COHESION STAFFING,"£6,555.00"
Rochdale,01/05/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,FINANCE SERVICES,CONTRACT FEE LEISURE TRUST,"£302,575.00"
Rochdale,01/05/2014,LINK4LIFE (TRADING),Arts & Leisure Services,FINANCE SERVICES,CONTRACT FEE LEISURE TRUST,"£7,300.00"
Rochdale,14/05/2014,M6 THEATRE COMPANY ROCHDALE,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,CREATIVE EMPL PROGRAMME,"£2,250.00"
Rochdale,14/05/2014,MULTICULTURAL ARTS AND MEDIA CENTRE,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,CREATIVE EMPL PROGRAMME,"£2,250.00"
Rochdale,14/05/2014,SKYLIGHT CIRCUS ARTS,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,CREATIVE EMPL PROGRAMME,"£2,250.00"
Rochdale,28/04/2014,THE AWARDS SCHEME LTD,Arts & Leisure Services,EARLY HELP AND SCHOOLS,DUKE OF EDINBURGH SCHEME,"£1,310.00"
Rochdale,01/05/2014,MIDDLETON TRAMPOLINING CLUB,Arts & Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£5,458.16"
Rochdale,01/05/2014,SHINING STARS SWIMMING SCHEME,Arts & Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£8,075.00"
Rochdale,08/05/2014,NOTTSSPORT,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,PARKS ROCHDALE,£708.32
Rochdale,08/05/2014,NOTTSSPORT,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"£2,889.80"
Rochdale,21/05/2014,NOTTSSPORT,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"£4,220.71"
Rochdale,01/05/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,PUBLIC HEALTH,ROCHDALE ASIAN HEALTHY FAMILIES,£638.00
Rochdale,01/05/2014,ENLIGHTENING,Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£3,208.34"
Rochdale,01/05/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£8,627.50"
Rochdale,01/05/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£8,417.50"
Rochdale,01/05/2014,SKYLIGHT CIRCUS ARTS,Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£1,708.34"
Rochdale,30/05/2014,RICHARD BATTERSBY (CORN MERCHANTS) LTD,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,SPORTS PITCHES BOROUGHWIDE,"£4,501.00"
Rochdale,07/05/2014,BSP ELECTRICAL & ENGINEERING LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,£852.20
Rochdale,29/04/2014,F S MOULT & SON,Building Construction Materials,ECONOMY AND ENVIRONMENT,11 TELFORD WAY,"£9,359.95"
Rochdale,23/05/2014,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,ALL SOULS HEATING CONTROL SYSTEM,"£1,109.32"
Rochdale,23/05/2014,CLONSHALL LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,B`LEE CHANGING REPLACE ROOF & PANELLING,"£4,803.30"
Rochdale,30/04/2014,NORWOOD ELECTRICAL (UK) LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£1,936.35"
Rochdale,19/05/2014,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,CASTLETON ROOF REPLMT TO KS2 BLDG & CRDS,£788.93
Rochdale,13/05/2014,CARTER FENCING LTD                   (S),Building Construction Materials,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£2,725.00"
Rochdale,28/05/2014,S T HEATINGS SERVICES LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£3,917.50"
Rochdale,08/05/2014,S T HEATINGS SERVICES LTD,Building Construction Materials,LEARNING DIS & MENTAL HEALTH,DAY SERVICES MANAGEMENT/ADMIN,"£11,695.00"
Rochdale,30/05/2014,JACKSON JACKSON & SONS LTD           (S),Building Construction Materials,EARLY HELP AND SCHOOLS,DEEPLISH PCP,"£40,806.52"
Rochdale,28/05/2014,HOWARD JONES SIGNS,Building Construction Materials,EARLY HELP AND SCHOOLS,DEVELOPMENT SUPPORT TRAINING,"£1,980.00"
Rochdale,14/05/2014,A1 PLUMBING & HEATING,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,495.00"
Rochdale,01/05/2014,JPK PLUMBING & HEATING LTD,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,213.00"
Rochdale,13/05/2014,HIGH RIDGE ROOFING LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£3,185.50"
Rochdale,20/05/2014,S T HEATINGS SERVICES LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,HEADY HILL COMMUNITY CENTRE,"£1,320.86"
Rochdale,06/05/2014,F S MOULT & SON,Building Construction Materials,ECONOMY AND ENVIRONMENT,LEOPOLD COURT,"£4,161.54"
Rochdale,15/05/2014,JACKSON JACKSON & SONS LTD           (S),Building Construction Materials,EARLY HELP AND SCHOOLS,MIDDLETON PARISH - PLACE PLANNING,"£80,396.45"
Rochdale,29/04/2014,H BELL & SONS (ROCHDALE) LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,NEWHEY - PLACE PLANNING,"£72,397.83"
Rochdale,29/04/2014,A1 PLUMBING & HEATING,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,095.00"
Rochdale,20/05/2014,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,SHAWCLOUGH WATER TANK REMOVAL,"£3,992.45"
Rochdale,09/05/2014,JACKSON JACKSON & SONS LTD           (S),Building Construction Materials,EARLY HELP AND SCHOOLS,ST ANDREW'S CE - PLACE PLANNING,"£29,799.33"
Rochdale,06/05/2014,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,STREET LIGHTING CLIENT TEAM,"£82,932.38"
Rochdale,29/04/2014,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,STREET LIGHTING UNITARY CHARGE,"£258,120.03"
Rochdale,30/05/2014,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,STREET LIGHTING UNITARY CHARGE,"£258,371.60"
Rochdale,19/05/2014,A1 SHEET METAL FLUES LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,TOWN HALL REROOFING WORKS- PH1 CLOCK TOW,"£12,570.00"
Rochdale,19/05/2014,A1 SHEET METAL FLUES LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,TOWN HALL REROOFING WORKS- PH1 CLOCK TOW,"£5,124.00"
Rochdale,30/05/2014,THE OLDE BOARS HEAD,Catering,CUSTOMERS & CORPORATE SERVICES,ARMED FORCES EVENTS,£504.95
Rochdale,14/05/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,HOPWOOD,£510.30
Rochdale,09/05/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£596.95
Rochdale,14/05/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£527.68
Rochdale,22/05/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£677.21
Rochdale,21/05/2014,SANDWICH KING,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£842.09
Rochdale,07/05/2014,TC MEATS LIMITED,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£753.94
Rochdale,22/05/2014,TC MEATS LIMITED,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£922.43
Rochdale,19/05/2014,BRAKE BROS FOOD SERVICE LTD,Catering,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,£504.02
Rochdale,09/05/2014,BRAKE BROS FOOD SERVICE LTD,Catering,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,£564.35
Rochdale,14/05/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ST EDWARDS,£589.19
Rochdale,14/05/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ST PETERS CE,£593.48
Rochdale,07/05/2014,WLG (WHOLESALERS),Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,£737.70
Rochdale,27/05/2014,WLG (WHOLESALERS),Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,"£1,435.67"
Rochdale,14/05/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,WOODLANDS PRIMARY SCHOOL,£851.04
Rochdale,29/04/2014,JOHNSTON BROS,Cemetery & Crematorium,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,£798.00
Rochdale,12/05/2014,JOHNSTON BROS,Cemetery & Crematorium,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,£760.00
Rochdale,01/05/2014,POWERCARE,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,CLEANING EQUIPMENT,"£3,900.00"
Rochdale,29/05/2014,FISHERS CLEANING SERVICES LIMITED,Cleaning & Janitorial,PROPERTY AND HIGHWAYS,LOCK 50,£595.00
Rochdale,21/05/2014,AMTOLL LIMITED,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,NO 1 RIVERSIDE CLEANING,"£1,048.69"
Rochdale,09/05/2014,HYGIENE EXPRESS LIMITED,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,NO 1 RIVERSIDE CLEANING,£512.00
Rochdale,06/05/2014,VIZ REFLECTIVES,Clothing,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,£670.00
Rochdale,28/05/2014,POST OFFICE COUNTERS LTD,Clothing,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"£1,810.00"
Rochdale,20/05/2014,GATENBY SANDERSON,Consultancy,PHYSICAL DIS & OLDER PEOPLE,ADULT CARE HEAD OF SERVICE,"£7,409.00"
Rochdale,22/05/2014,GATENBY SANDERSON,Consultancy,PHYSICAL DIS & OLDER PEOPLE,ADULT CARE HEAD OF SERVICE,"£4,887.50"
Rochdale,16/05/2014,OXFORD COMPUTER CONSULTANTS LIMITED,Consultancy,CUSTOMERS & CORPORATE SERVICES,ADULT CARE IT INFRASTRUCTURE,"£6,380.00"
Rochdale,28/04/2014,AVENTIS SOLUTIONS LIMITED,Consultancy,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£3,300.00"
Rochdale,28/04/2014,AVENTIS SOLUTIONS LIMITED,Consultancy,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£3,500.00"
Rochdale,01/05/2014,AVENTIS SOLUTIONS LIMITED,Consultancy,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£1,750.00"
Rochdale,01/05/2014,AVENTIS SOLUTIONS LIMITED,Consultancy,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£1,750.00"
Rochdale,01/05/2014,AVENTIS SOLUTIONS LIMITED,Consultancy,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£1,750.00"
Rochdale,01/05/2014,AVENTIS SOLUTIONS LIMITED,Consultancy,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£1,750.00"
Rochdale,16/05/2014,AVENTIS SOLUTIONS LIMITED,Consultancy,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£3,500.00"
Rochdale,19/05/2014,AVENTIS SOLUTIONS LIMITED,Consultancy,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£1,750.00"
Rochdale,20/05/2014,AVENTIS SOLUTIONS LIMITED,Consultancy,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£3,150.00"
Rochdale,08/05/2014,CHRYSTAL CONSULTING,Consultancy,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"£6,520.00"
Rochdale,12/05/2014,BEVAN BRITTAN LLP,Consultancy,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"£1,278.20"
Rochdale,16/05/2014,BEVAN BRITTAN LLP,Consultancy,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"£6,789.60"
Rochdale,08/05/2014,JBH PROPERTY CONSULTING LTD,Consultancy,PROPERTY AND HIGHWAYS,CLIENT SIDE PROPERTIES,"£45,104.80"
Rochdale,14/05/2014,ARISTI LIMITED,Consultancy,CUSTOMERS & CORPORATE SERVICES,CUSTOMER SERVICES SYSTEMS,"£2,985.00"
Rochdale,30/04/2014,URBAN VISION PARTNERSHIP LTD,Consultancy,ECONOMY AND ENVIRONMENT,DEVELOPMENT MANAGEMENT - PLANNING APPS,"£7,960.00"
Rochdale,28/04/2014,BLUE ORCHILD MANAGEMENT CONSULTING LTD,Consultancy,ECONOMY AND ENVIRONMENT,ENTERPRISE COACHING,"£25,000.00"
Rochdale,01/05/2014,ROBERT WHETHAM ASSOCIATES,Consultancy,PROPERTY AND HIGHWAYS,FASHION CORNER WORKS TO NEW ACCOMMOD 348,£698.25
Rochdale,21/05/2014,NORNIR LIMITED,Consultancy,EARLY HELP AND SCHOOLS,GENERAL BOROUGHWIDE YOUTH SERVICE,£894.00
Rochdale,21/05/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,£750.00
Rochdale,21/05/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£4,767.50"
Rochdale,22/05/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£4,767.50"
Rochdale,22/05/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,£750.00
Rochdale,30/05/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,£750.00
Rochdale,30/05/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£4,767.50"
Rochdale,30/05/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,£750.00
Rochdale,30/05/2014,GATENBY SANDERSON,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£12,264.00"
Rochdale,30/04/2014,OSBORNE RICHARDSON,Consultancy,ECONOMY AND ENVIRONMENT,HEALTHY WORKPLACES,"£1,292.50"
Rochdale,06/05/2014,MACE LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,HOUSING STRATEGY,"£1,800.00"
Rochdale,20/05/2014,GATENBY SANDERSON,Consultancy,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,"£4,750.00"
Rochdale,20/05/2014,GATENBY SANDERSON,Consultancy,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,"£9,308.00"
Rochdale,20/05/2014,NORTH MANCHESTER ENTERPRISE GROUP LTD,Consultancy,PROPERTY AND HIGHWAYS,LOCK 50,"£11,989.00"
Rochdale,29/04/2014,NORTH MANCHESTER ENTERPRISE GROUP LTD,Consultancy,ECONOMY AND ENVIRONMENT,LOCK 50 (55K PA),"£7,350.00"
Rochdale,29/04/2014,GATENBY SANDERSON,Consultancy,CUSTOMERS & CORPORATE SERVICES,MANAGEMENT ADMIN,"£4,887.50"
Rochdale,28/04/2014,GATENBY SANDERSON,Consultancy,PHYSICAL DIS & OLDER PEOPLE,MANAGEMENT OP & PD,"£11,469.50"
Rochdale,01/05/2014,GATENBY SANDERSON,Consultancy,PHYSICAL DIS & OLDER PEOPLE,MANAGEMENT OP & PD,"£12,656.00"
Rochdale,01/05/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,£750.00
Rochdale,14/05/2014,CONNOR ASSOCIATES LTD,Consultancy,PHYSICAL DIS & OLDER PEOPLE,MENTAL HEALTH CAPACITY ACT GRANT,£683.36
Rochdale,27/05/2014,JOHN DAVIDSON (PIPES) LTD,Consultancy,ECONOMY AND ENVIRONMENT,MIDDLETON S106 CAPITAL PROJECTS,"£1,683.50"
Rochdale,15/05/2014,BOLTON MARSHALL,Consultancy,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"£1,000.00"
Rochdale,13/05/2014,HALCROW GROUP LTD,Consultancy,ECONOMY AND ENVIRONMENT,RIVER REOPENING SITE,"£167,194.31"
Rochdale,06/05/2014,JULIE MARTIN ASSOCIATES,Consultancy,ECONOMY AND ENVIRONMENT,SCOUT MOOR WIND FARM,"£2,944.94"
Rochdale,08/05/2014,JULIE MARTIN ASSOCIATES,Consultancy,ECONOMY AND ENVIRONMENT,SCOUT MOOR WIND FARM,£714.00
Rochdale,12/05/2014,GARNER TOWN PLANNING,Consultancy,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,"£2,712.20"
Rochdale,12/05/2014,SHARPLES CONSULTANCY LTD,Consultancy,ECONOMY AND ENVIRONMENT,SKILLS OUTREACH,"£4,500.00"
Rochdale,06/05/2014,MACE LIMITED,Consultancy,FINANCE SERVICES,SOCIAL FUND,"£2,430.00"
Rochdale,27/05/2014,PROFESSOR CHRIS BENTLEY CONSULTING LTD.,Consultancy,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"£4,002.91"
Rochdale,14/05/2014,ARVATO GOVERNMENT SERVICES LTD,Consultancy,FINANCE SERVICES,TECHNICAL SUPPORT,£600.00
Rochdale,12/05/2014,ALAN GARDNER ASSOCIATES,Consultancy,ECONOMY AND ENVIRONMENT,TONGE HALL FIRE DAMAGE - ENG HERITAGE,"£2,464.54"
Rochdale,21/05/2014,CRAWFORD DOMESTIC APPLIANCES LIMITED,Domestic Goods,ECONOMY AND ENVIRONMENT,LEOPOLD COURT,£549.00
Rochdale,09/05/2014,BERTRAM TRADING LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£987.12
Rochdale,09/05/2014,BERTRAM TRADING LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£699.09
Rochdale,09/05/2014,BERTRAM TRADING LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£707.60
Rochdale,16/05/2014,BERTRAM TRADING LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,"£1,330.18"
Rochdale,16/05/2014,BERTRAM TRADING LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£944.15
Rochdale,27/05/2014,BERTRAM TRADING LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£562.36
Rochdale,27/05/2014,BERTRAM TRADING LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£545.40
Rochdale,27/05/2014,BERTRAM TRADING LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£624.70
Rochdale,16/05/2014,ULVERSCROFT LARGE PRINT BOOKS LTD,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£521.20
Rochdale,14/05/2014,THE BACK DOOR MUSIC PROJECT,Education,ECONOMY AND ENVIRONMENT,CREATIVE EMPL PROGRAMME,"£9,000.00"
Rochdale,30/05/2014,TRINITY MIRROR NORTH WEST & NORTH WALES LTD,Education,PROPERTY AND HIGHWAYS,DISPOSAL COSTS,"£1,146.24"
Rochdale,14/05/2014,JANET UK,Education,CUSTOMERS & CORPORATE SERVICES,EDIT GENERAL,"£10,640.00"
Rochdale,08/05/2014,ADVANCED CHILDCARE LIMITED,Education,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£13,285.80"
Rochdale,08/05/2014,ADVANCED CHILDCARE LIMITED,Education,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,714.20"
Rochdale,08/05/2014,ADVANCED CHILDCARE LIMITED,Education,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,567.10"
Rochdale,12/05/2014,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"£662,569.37"
Rochdale,20/05/2014,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"£2,145.17"
Rochdale,21/05/2014,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"£15,688.30"
Rochdale,29/04/2014,MYERSCOUGH COLLEGE,Education,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,£720.00
Rochdale,13/05/2014,TRINITY MIRROR NORTH WEST & NORTH WALES LTD,Education,FINANCE SERVICES,PR MEDIA AND MARKETING,£700.00
Rochdale,20/05/2014,TRINITY MIRROR NORTH WEST & NORTH WALES LTD,Education,FINANCE SERVICES,PR MEDIA AND MARKETING,"£2,009.86"
Rochdale,28/04/2014,A A ARNOLD LIMITED                   (S),Education,EARLY HELP AND SCHOOLS,SALIX LOANS TO SCHOOLS,"£28,566.00"
Rochdale,28/04/2014,A A ARNOLD LIMITED                   (S),Education,EARLY HELP AND SCHOOLS,SALIX LOANS TO SCHOOLS,"£17,197.41"
Rochdale,21/05/2014,TRINITY MIRROR NORTH WEST & NORTH WALES LTD,Education,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,£916.78
Rochdale,08/05/2014,ENTERPRISE MANCHESTER,Environmental Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£4,908.80"
Rochdale,16/05/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"£14,120.00"
Rochdale,21/05/2014,TRENCH RIGHT LTD,Environmental Services,PROPERTY AND HIGHWAYS,CORING,"£5,558.75"
Rochdale,08/05/2014,FORENSICS LTD,Environmental Services,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£3,875.00"
Rochdale,08/05/2014,FORENSICS LTD,Environmental Services,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,865.00"
Rochdale,20/05/2014,ENVIRONMENT AGENCY,Environmental Services,ECONOMY AND ENVIRONMENT,COUNTRYSIDE OPERATIONS,"£1,026.00"
Rochdale,13/05/2014,ANIMAL WARDENS LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,512.40"
Rochdale,13/05/2014,ANIMAL WARDENS LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,£597.00
Rochdale,20/05/2014,ANIMAL WARDENS LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,393.00"
Rochdale,20/05/2014,ANIMAL WARDENS LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,£696.50
Rochdale,28/04/2014,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,£962.72
Rochdale,15/05/2014,CSB SUPPLIES,Environmental Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,£592.00
Rochdale,16/05/2014,CONCATENO UK LTD,Environmental Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,£528.80
Rochdale,30/04/2014,KILLGERM CHEMICALS LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,PEST CONTROL,£621.68
Rochdale,22/05/2014,ROTA ROD LIMITED                     (S),Environmental Services,PROPERTY AND HIGHWAYS,PHOENIX CLOSE IND ESTATE - MICRO,£610.00
Rochdale,01/05/2014,NORTHWEST ASBESTOS REMOVALS LTD,Environmental Services,ECONOMY AND ENVIRONMENT,STREETS PENNINES GENERAL,£790.00
Rochdale,09/05/2014,CAPITA PROPERTY AND INFRASTRUCTURE LTD,Environmental Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£1,496.00"
Rochdale,23/05/2014,G M WASTE DISPOSAL AUTHORITY,Environmental Services,ECONOMY AND ENVIRONMENT,WASTE DISPOSAL LEVY,"£1,242,500.00"
Rochdale,13/05/2014,APPLIED GEOLOGY,Environmental Services,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,£526.62
Rochdale,13/05/2014,APPLIED GEOLOGY,Environmental Services,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"£2,031.92"
Rochdale,13/05/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,WHEEL BINS,"£15,262.20"
Rochdale,13/05/2014,INTEGRATED DESIGN LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£2,160.00"
Rochdale,29/05/2014,OTIS LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£3,100.00"
Rochdale,30/04/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£4,403.40"
Rochdale,29/05/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£3,741.10"
Rochdale,29/05/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£4,081.20"
Rochdale,14/05/2014,J T SAWYER & CO LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,"£1,030.00"
Rochdale,20/05/2014,LAR LTD                              (S),Facilities & Management Services,EARLY HELP AND SCHOOLS,ASBESTOS REMOVAL PROGRAMME,"£3,940.00"
Rochdale,30/04/2014,PRESTIGE SALES AND LETTINGS LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,ASYLUM SEEKERS,£860.00
Rochdale,13/05/2014,P & R FIRE SECURITY,Facilities & Management Services,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£1,066.00"
Rochdale,06/05/2014,ROCHDALE ONLINE LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,BUSINESS SUPPORT (S106 158K),"£10,000.00"
